ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"91","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2023-10-22 23:40:22","Asserted","0x06000015",""
"90","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2023-10-22 23:39:02","Asserted","0x06000013","Install BBU."
"89","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2023-09-09 04:37:25","Asserted","0x06000015",""
"88","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2023-09-09 04:33:25","Asserted","0x06000013","Install BBU."
"87","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 09:02:16","Deasserted","0x29000002","N/A"
"86","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 09:02:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"85","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 09:01:33","Deasserted","0x29000002","N/A"
"84","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-08 09:01:30","Deasserted","0x29000002","N/A"
"83","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 08:58:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"82","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-08 08:58:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"81","Normal","System","The host was restarted due to unrecognized reason.","2023-09-08 08:58:11","Asserted","0x2C00000F",""
"80","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 08:16:14","Deasserted","0x29000002","N/A"
"79","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-08 08:16:14","Deasserted","0x29000002","N/A"
"78","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-08 08:13:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"77","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-08 08:13:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"76","Normal","System","The host was restarted due to unrecognized reason.","2023-09-08 08:12:53","Asserted","0x2C00000F",""
"75","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-04 11:33:50","Deasserted","0x29000002","N/A"
"74","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-04 11:33:47","Deasserted","0x29000002","N/A"
"73","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-09-04 11:30:37","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"72","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-09-04 11:30:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"71","Normal","System","The host was restarted due to unrecognized reason.","2023-09-04 11:30:30","Asserted","0x2C00000F",""
"70","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-08-29 05:21:27","Deasserted","0x29000002","N/A"
"69","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-08-29 05:21:26","Deasserted","0x29000002","N/A"
"68","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-08-29 05:21:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"67","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-08-29 05:21:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"66","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-08-29 05:20:40","Deasserted","0x29000002","N/A"
"65","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-08-29 05:20:40","Deasserted","0x29000002","N/A"
"64","Normal","Memory","DIMM140 is replaced from SN(14AC653A) to SN(0910B9F4) (SN:0910B9F4).","2023-08-29 05:20:29","Asserted","0x01000041","N/A."
"63","Normal","Memory","DIMM040 is replaced from SN(149FE7B9) to SN(0910B9F5) (SN:0910B9F5).","2023-08-29 05:20:29","Asserted","0x01000041","N/A."
"62","Normal","BMC","iBMC is restarted after AC power supply is restored.","2023-08-29 05:17:28","Asserted","0x1A00000D",""
"61","Normal","System","ACPI is in the working state.","2023-08-29 05:17:27","Asserted","0x2C000009",""
"60","Normal","Port","NIC 2 (TM280) Port 4 disconnected.","2023-08-29 05:17:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"59","Normal","Port","NIC 2 (TM280) Port 3 disconnected.","2023-08-29 05:17:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"58","Normal","Port","NIC 2 (TM280) Port 2 disconnected.","2023-08-29 05:17:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"57","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-08-29 05:17:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"56","Normal","Port","NIC 1 (TM280) Port 4 disconnected.","2023-08-29 05:17:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"55","Normal","Port","NIC 1 (TM280) Port 3 disconnected.","2023-08-29 05:17:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"54","Normal","Port","NIC 1 (TM280) Port 2 disconnected.","2023-08-29 05:17:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"53","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-08-29 05:17:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"52","Major","PSU","Server power failure occurred at 2023-08-29 05:10:52 UTC, The power has been already restored.","2023-08-29 05:17:11","Asserted","0x0300001F","Check the equipment room power supply."
"51","Normal","System","The host is restarted after being powered on (Power strategy is 'Turn On').","2023-08-29 05:17:10","Asserted","0x2C000017",""
"50","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-08-28 06:19:44","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"49","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-08-28 06:19:41","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"48","Normal","System","ACPI is in the soft-off state.","2023-08-28 06:19:38","Asserted","0x2C00000B",""
"47","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-06-29 16:06:14","Deasserted","0x1A00001E","N/A"
"46","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-06-22 19:57:39","Asserted","0x1A00001D","1. Export the security logs.2. Enable remote syslog dump."
"45","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-06-14 11:31:04","Deasserted","0x29000002","N/A"
"44","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-18 01:43:13","Deasserted","0x29000002","N/A"
"43","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-18 01:43:03","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"42","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-18 01:42:26","Deasserted","0x29000002","N/A"
"41","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-18 01:39:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"40","Normal","System","The host was restarted due to unrecognized reason.","2023-04-18 01:39:10","Asserted","0x2C00000F",""
"39","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:59:55","Deasserted","0x29000002","N/A"
"38","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:59:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"37","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:59:04","Deasserted","0x29000002","N/A"
"36","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:55:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"35","Normal","System","The host was restarted due to unrecognized reason.","2023-04-17 03:55:47","Asserted","0x2C00000F",""
"34","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:32:39","Deasserted","0x29000002","N/A"
"33","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:32:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"32","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:30:12","Deasserted","0x29000002","N/A"
"31","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-17 03:27:04","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"30","Normal","System","The host was restarted due to unrecognized reason.","2023-04-17 03:26:54","Asserted","0x2C00000F",""
"29","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-12 06:04:43","Deasserted","0x29000002","N/A"
"28","Normal","Disk","The disk Disk2 installed.","2023-04-11 07:38:41","Asserted","0x02000003",""
"27","Normal","Disk","The disk Disk3 installed.","2023-04-11 07:38:33","Asserted","0x02000003",""
"26","Normal","BMC","iBMC is restarted after AC power supply is restored.","2023-04-10 06:36:33","Asserted","0x1A00000D",""
"25","Normal","System","ACPI is in the working state.","2023-04-10 06:36:31","Asserted","0x2C000009",""
"24","Normal","Port","NIC 2 (TM280) Port 4 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"23","Normal","Port","NIC 2 (TM280) Port 3 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"22","Normal","Port","NIC 2 (TM280) Port 2 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"21","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"20","Normal","Port","NIC 1 (TM280) Port 4 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"19","Normal","Port","NIC 1 (TM280) Port 3 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"18","Normal","Port","NIC 1 (TM280) Port 2 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"17","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-04-10 06:36:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"16","Major","PSU","Server power failure occurred at 2022-12-24 20:48:31 UTC, The power has been already restored.","2023-04-10 06:36:16","Asserted","0x0300001F","Check the equipment room power supply."
"15","Normal","System","The host is restarted after being powered on (Power strategy is 'Turn On').","2023-04-10 06:36:15","Asserted","0x2C000017",""
"14","Normal","BMC","iBMC is restarted after AC power supply is restored.","2022-12-24 20:45:39","Asserted","0x1A00000D",""
"13","Normal","System","ACPI is in the working state.","2022-12-24 20:45:37","Asserted","0x2C000009",""
"12","Normal","Port","NIC 2 (TM280) Port 4 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"11","Normal","Port","NIC 2 (TM280) Port 3 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"10","Normal","Port","NIC 2 (TM280) Port 2 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"9","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"8","Normal","Port","NIC 1 (TM280) Port 4 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"7","Normal","Port","NIC 1 (TM280) Port 3 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"6","Normal","Port","NIC 1 (TM280) Port 2 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"5","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2022-12-24 20:45:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"4","Major","PSU","Server power failure occurred at 2022-12-24 20:41:33 UTC, The power has been already restored.","2022-12-24 20:45:22","Asserted","0x0300001F","Check the equipment room power supply."
"3","Normal","System","The host is restarted after being powered on (Power strategy is 'Turn On').","2022-12-24 20:45:21","Asserted","0x2C000017",""
"2","Normal","System","ACPI is in the soft-off state.","2022-12-24 06:23:20","Asserted","0x2C00000B",""
"1","Normal","BMC","iBMC event records are cleared.","2022-12-24 06:22:52","Asserted","0x1A00000F",""
